Column1,MESSAGE,CATEGORY
42097,"[강진군청]코로나19 확산방지를 위해 타지역 방문 자제,설연휴 가족.친지 고향방문 자제 권고,5인이상 사적모임 금지,실내외 마스크 착용등 방역수칙 준수바랍니다. ",0
20660,"[청송군청] 가족모임, 장례식장 등에서 코로나19 집단감염 발생. 타지역 친척 방문자제, 외출자제, 마스크 의무착용 등 방역수칙 준수바랍니다. ",0
48064,"[강진군청]▶결혼식,장례식,목욕장,이.미용업 4㎡당 1명 인원제한▶실내외 항상 마스크 착용 ▶의심증상 있으면 검사받기 등 방역수칙 준수하시기 바랍니다. ",0
50113,"[하동군청] 인근지자체 목욕탕 대규모 확진자 발생, 목욕탕 이용자는 목욕중 대화금지, 음식물 섭취금지 등 방역수칙을 준수하여 주시기 바랍니다. ",1
2307,"[광명시청]휴가철 코로나19 예방을 위해 가족단위 소규모 이동, 밀집 혼잡한장소 피하고, 휴가지에서 손씻기, 마스크 착용, 거리두기 등 개인방역수칙 준수바랍니다. ",0
21401,[부여군청]최근 수도권 및 충청남도에서 확진자가 급증하고 있습니다. 수도권 및 도내 유행지역 방문과 주민접촉을 자제하시고 마스크 착용 등 예방수칙을 준수바랍니다. ,1
2511,"[강진군청] 최근 카페·음식점 등 일상적 공간에서 감염사례 발생, 실내에서 2m 거리두기와 대화자제, 대화시 마스크를 반드시 착용하여 주시기 바랍니다. ",1
50391,"[고성군청]▲3.28일까지 사회적 거리두기 현체제 유지(1.5단계 연장), 5인부터 사적모임 금지 등 방역수칙 준수▲다중이용 방문시 마스크 반드시 착용 ",2
15355,[화성시청] 추석연휴 운영하는 의료기관·약국 및 선별진료소 현황은 화성시청·보건소 홈페이지 및 응급의료포털 홈페이지 등을 참조바랍니다. ,2
15887,"[태안군청] 나와 가족, 이웃, 모두의 안전을 위해 남은 추석 연휴 동안 불필요한 외출 자제 및 상시 마스크 착용, 거리두기 등 방역수칙 준수 당부드립니다. ",0
49957,[창원시청] 도내 다중이용시설에서 집단감염이 다수 발생하고 있습니다. 다중이용시설 방문을 자제하고 마스크 착용 등 방역수칙을 반드시 준수하여 주시기 바랍니다. ,1
9721,"[태안군청] 코로나19 확산방지를 위하여 최대한 외출과 만남을 자제하시고 집에 머무르며, 부득이 외출시 마스크 착용 및 타인 접촉을 최소화하여 주시기 바랍니다. ",0
4706,"[태안군청]현재 수도권에서 확진자가 급증하여 사회적 거리두기가 강화되고 있으니 서울 및 수도권 등 방문을 자제하시고, 마스크 착용 등 개인방역수칙 준수바랍니다. ",1
13735,"[영광군청] 나와 가족의 건강이 우선입니다. 올해 추석은 고향방문과 모임, 여행을 자제하시고 전화(영상)로 안부묻기, 실내외에서 마스크를 꼭착용하시기 바랍니다. ",0
33805,[장흥군청] 12월29일부터 '21년1월3일까지 전남도내 사회적 거리두기 2단계가 연장됩니다. ①노래연습장·학원·실내체육시설·방문판매 21시 이후 운영중단 ,2
11740,"[하동군청] 불법방문판매 및 유사방문 판매행위 집합금지(영업 및 참석 모두포함)중, 위반으로 확진자 발생시 구상권이 청구됩니다. 절대 가지 마세요. ",2
16426,"[예천군청]추석이후 코로나19증상(발열,기침,미각·후각장애 등)발생시 보건소로 상담바라며, 한글날 연휴 이동자제와 외출시 마스크 착용 등 방역수칙 준수바랍니다. ",0
12001,[해남군청] 코로나19 예방 내가 먼저!▲벌초는 대행서비스▲고향 및 친지 방문 자제▲만남은 영상통화▲불필요한 외출 자제▲마스크 착용 등 방역수칙 준수 바랍니다. ,0
30013,[광주광역시]지금 전국은 사회적 거리두기 3단계 격상을 검토해야 할만큼 매우 위태로운 상황입니다. 꼭 필요한 경우를 제외하고는 주말 외출과 모임을 삼가해 주십시오 ,2
26129,[정선군청]12.8 화 0시부터 정선군 사회적 거리두기 2단계로 격상합니다.가족 이외 가까운 이웃이라도 접촉을 자제하여주시고 의심증상시 보건소 검사 바랍니다. ,2
46102,"[성주군청]코로나19 군민 행동요령①성주군민 타지역 방문 않기 ②자녀·친척 성주방문 않기 ③5인이상 모임금지 ④마스크 착용·거리두기 실천⑤수시로 환기, 손잡이소독 ",0
13137,[울산광역시] 매주 수요일 오후 5시 「울산 시민 방역의 날」 운영. 내 주변과 생활공간을 소독하고 마스크 꼭 쓰기로 생활 속 방역을 실천 바랍니다. ,2
3792,"[예산군청] 최근 수도권 지역 코로나19 확진자 확산세 급증. 마스크 착용 등 개인방역수칙 준수 및 수도권 방문, 모임 자제하여 주시기 바랍니다. ",1
34418,"[서구청]코로나19 확산방지를 위해 2021.1.1(금) 05:00 ~ 09:00까지 서구 관내 모든 등산로(구덕산, 천마산, 진정산 등) 출입을 통제합니다. ",2
15279,"[부산시]코로나19확산방지를 위해 추석연휴 특별방역기간(9.28~10.11)중 다중집합 모임자제,불법 유상운송 안하기 등에 동참하여 주시기 바랍니다. ",2
37235,"[영광군청]코로나19 전국확산세 심각, 타지역거주 가족·지인 접촉을 삼가시고, 주말 종교활동 비대면 실시(식사·모임 금지), 실내외에서 마스크 꼭 착용 바랍니다. ",1
16105,"[서천군청]추석연휴 이후 발열 37.5℃이상,기침,인후통 등 이상이 있으신 분은 외출을 자제하고 보건소에 코로나19문의 후 검사받으시기 바랍니다(950-6700) ",0
35512,"[화천군청] 화천군 사회적 거리두기 단계가 1월 4일 0시 ~ 별도 명령시까지 2단계로 격상되며, 중대본 연말연시 특별방역대책은 1월 17일까지 연장됩니다. ",2
3796,"[보성군] 서울, 수도권, 광주지역 코로나 확진자 다수 발생, 종교활동과 소모임, 타지역 방문을 자제하여 주시고 마스크 착용 등 방역수칙을 철저히 지켜주세요. ",1
13646,"[포항시청]코로나19 확산 방지를 위해 뷰티 및 건강관련 업체 사업설명회 등의 참석을 자제하시고, 마스크 착용 등 필수적인 방역수칙을 준수하여 주시기 바랍니다. ",0
44719,"[곡성군청]설 연휴동안 타지역 방문자제, 마스크 착용 및 5인이상 사적모임 금지 등 기본방역수칙을 준수해 주시기 바랍니다. ",0
8172,"[전남도청] 도내 코로나19가 화살처럼 빠르고 광범위하게 확산중! 퇴근 후 가급적 돌아다니지 마시고, 자가격리에 준하여 집에만 머물러 주십시오. ",1
521,"[광주광역시]최근 확진자가 다수 발생하여 이동동선 공개가 다소 지연되고 있습니다. 광주47~97번 확진자 동선은 우리시 홈페이지, 블로그에서 확인할 수 있습니다. ",1
22496,"[옹진군청]11월 24일부터 거리두기 2단계 시행. 모임 자제, 외부인접촉 최소화, 마스크 착용 등 방역수칙 준수하여 주시기 바랍니다. ",2
13684,"[광양시청](가족 위한 안전한 명절 보내기)①고향,친지방문 자제 ②공원묘지(봉안당) 방문자제 ③올바른 마스크 착용 ④벌초대행 서비스이용. 방역수칙 준수 바랍니다. ",0
23171,"[봉화군청]전국적 코로나19 감염확산으로 외부인(가족·친척·친지 등)접촉자제, 다중이용시설 출입·모임·행사·회식 자제, 마스크착용 등 개인방역수칙 준수바랍니다. ",1
34038,[구례군청] 12.30.(수) 16:00까지 구례병원 주차장에서 찾아가는 코로나19 선별검사를 무료로 진행중이니 원하시는 분은 검사받으시기 바랍니다. ,2
3131,"[광양시청] 코로나19 수도권 집단감염 급증, 연휴기간 중 수도권 방문 및 소모임 자제하여 주시고 무더위에 힘들더라도 마스크는 꼭 착용하여 주시기 바랍니다. ",1
33154,"[여수시청]코로나19 예방 위해▲타지역 방문 자제▲방학 귀가 대학생, 수도권 방문자 등 증상 없어도 코로나19 의심시 보건소 선별진료소(익명 검사) 방문바랍니다 ",0
30751,"[안동시청]최근 집단시설(교회, 복지시설 등)에서 확진자지속발생▲무증상감염으로 확산되고 있으니 다중이용시설 방문자제 및 마스크착용 등 방역수칙 반드시 준수바랍니다 ",1
6238,"[남원시]최근 수도권,광주,전주에서 코로나19 확산세가 심각합니다. 마스크착용등 방역수칙 준수하고,외출,고향방문을자제시켜주시고 안부는 당분간 전화로 하도록해주세요 ",1
8707,"[광주광역시]이번 주말 외출과 모임 자제, 사람 간 접촉을 최소화하고 가급적 집에 머물러 주시기 바랍니다. 안전을 지키는 유일한 백신은 철저한 방역수칙 준수입니다 ",0
40296,[진도군청]영암 등 확진자 지속발생▲타지역 방문과 가족·지인 모임자제▲5명부터 사적모임금지▲종교활동 좌석수 20%이내▲소모임·식사 금지 등 방역수칙 준수 바랍니다 ,1
36875,[괴산군청]<강추위로 인한 괴산군 선별진료소 단축운영>-기간: 1.8.~1.12.(5일간-운영시간:10:00~16:00 가급적 야외 활동을 자제 하시기 바랍니다. ,2
10820,[하동군청] 코로나19바이러스를예방하는최선의방법은올바른마스크 착용과 거리두기입니다.주말 불필요한 외출을 자제하시고 사회적 거리두기에 동참해 주시기 바랍니다. ,0
24971,"[경기도청] 오늘은 코로나19 감염 확산 차단을 위해 식사모임을 자제하여 주시고, 부득이 필요한 경우 마스크 착용 등 방역수칙을 준수하여 주시기 바랍니다. ",0
22788,"[봉화군청]전국적 각종 모임(동호회 등) 등으로 감염이 확산되고 있어, 모임·행사·회식 ·타지역인 접촉 자제, 마스크 착용 등 개인방역수칙을 준수바랍니다. ",1
47938,[목포시청] 3.1.(월)~3.14.(일) 사회적 거리두기 1.5단계 연장 시행▲5인이상 사적모임 금지▲지역 간 이동자제▲마스크 착용 등 방역수칙 준수바랍니다 ,2
13402,"[보성군]전국 코로나19 여전한 확산세 ▲음식점,카페 방문보다 포장,배달 활용 ▲외출,모임 자제 ▲반드시 마스크착용 등 그 어느때보다 거리두기 실천이 중요합니다. ",1
36999,[청송군청] 전국 연말연시 방역강화 특별대책기간(1월 17일까지) 종교활동 관련 안내 ▲예배·미사·법회·시일식 등 비대면 전환 ▲종교시설 주관 모임·식사 금지 ,2
53147,"[동해시청]코로나19는 소리없이 전파되며, 누구나 감염될 수 있습니다. 나와 지역사회 안전을 위해 방역수칙 준수와 사회적 거리두기에 시민들의 협조를 당부드립니다. ",1
10755,[진도군청]태평목욕탕과 태평이발소를 방문하여 진도6번 확진자의 밀접접촉자에 대해서 전원 검체채취하여 검사의뢰하였습니다. 마스크쓰기 등 방역수칙 준수 바랍니다. ,0
53034,"[청도군청] 사회적거리두기가 3.29.0시~4.11.24시까지 현행 1.5단계로 연장되오니, 5인이상 사적모임금지 등 방역수칙을 준수하여 주시기 바랍니다. ",2
42105,"[부산진구청] 임시 선별검사소(놀이마루) 2.14.(일)까지 매일(9시~17시) 운영, 「한집에 한사람 검사받기」캠페인에 동참해 주세요.주차불가. ",2
34836,[통영시청] 시민여러분. 코로나19 확산 예방은 어디서나 마스크착용 뿐입니다. 여러분의 참여와 동참을 호소합니다. ,0
24483,"[철원군청] 지난 16일 코로나 확진자 급증에 따라 상황 대응을 위해 운영이 중지되었던, 보건소 및 보건지소 정상운영 알림. 독감예방접종 전화문의 후 방문 바람. ",2
49719,"[김해시청] 가족,지인 모임을 통한 지역사회 감염이 증가하고 있습니다. 5인이상 모임금지, 외출자제, 마스크 착용 필수 등 방역수칙을 철저히 지켜주시기 바랍니다 ",1
50176,"[익산시청2] ▲5인 이상 사적 모임 금지 (단, 직계가족 상견례, 영유아는 예외, 8인까지 허용) ▲타지역 방문 자제, 마스크 착용 철저 ",0
13507,[안동시청]코로나19 예방을 위해 ▲벌초는 대행서비스이용(농협·산림조합 등)▲불필요한 외출 및 타지역방문자제▲비대면 종교활동▲마스크 착용 등 방역수칙 준수바랍니다 ,0
44629,"[부안군청3] 영업제한시설(식당·카페, 노래연습장, 실내체육시설 등)은 영업시간 제한이 해제됩니다. 단 방문판매업은 운영시간이 22시로 제한됩니다. ",2
32763,"[강원도청] 수도권 지인 방문 접촉으로 코로나19 확진자 증가! ▲소모임·외출 자제, 마스크 상시착용, 거리두기 준수는 최고의 코로나19 예방입니다. ",1
22263,[안동시청]전국적으로 코로나19 일상생활 연쇄감염급증▲타지역방문 및 불필요한 외출자제▲올바른 마스크착용 생활화▲의심증상시 외출하지 마시고 보건소 상담바랍니다. ,1
27474,"[강릉시청]코로나19의 급속확산에 따라 금일 16시부터 17일24시까지 거리두기2.5단계로 상향됩니다. 모두의 안전을위하여 ""일주일 강릉멈춤""에 적극 동참바랍니다 ",1
46667,"[순창군청]타지역 다중이용시설, 종교시설, 교육시설, 동호회·가족·지인 모임 등에서 코로나19 집단 발생 지속. 5인이상 집합금지 등 방역수칙 준수바랍니다. ",1
14783,[완도군청]코로나19 예방위해 ▲마스크 착용 ▲귀성·역귀성 자제 ▲영상통화로 부모 안부 살피기 ▲여행·관광 자제 등 추석 ‘이동 멈춤’ 운동에 동참바랍니다. ,0
30064,"[청송군청] 최고의 백신은 마스크 착용! 전국 확진자 연일 1,000명 이상 발생, 고향·타지역 방문 및 불필요한 외출·모임 자제바랍니다. ",1
47113,"[청송군청] 인근 지자체에서 코로나19 확진자가 지속 발생하고 있으니 타 지자체 방문자제 및 마스크 착용, 손씻기 등 개인방역수칙을 준수하여 주시기 바랍니다. ",1
6460,"[진도군청]유흥주점, 노래연습장, PC방 등 고위험시설 운영중단, 소모임 및 타지역 방문과 외부 방문객 접촉을 자제하시고 마스크 착용 등 방역 수칙준수 바랍니다. ",2
2822,[구례군청]집중호우로 인한 피해복구를 위하여 많은 자원봉사자분들이 오시고 계십니다. 코로나19 예방을 위하여 마스크 착용등 방역수칙을 준수하시기 바랍니다. ,0
18171,"[인천광역시]수도권 코로나 소규모 집단감염이 계속되고 있습니다. 3밀(밀폐,밀접,밀집) 환경을 피하고, 코로나증상(발열,기침등)의심시 거주지보건소에서 검사바랍니다 ",1
